"company_id","short_id","ref_comp_id","name1","name2","name3","street","zip_code","city_code","country_id","post_box_code","post_box_no","telephone1","telephone2","fax","railway_stn_no","head_office","industry_id","sales_representative","archive","user_id","info_flag","contact_date","adr_company_id","strno","email","isdn_local","isdn_euro","name_owner1","name_owner2","dob","title_id","salut_id","home_page","incr51","incr98","incr319","incr73","incr75","incr76","incr79","incr82","incr85","incr87","incr89","incr70","incr138","incr143","incr145","incr320","default_dept","incr298","incr350","own_contact_person","anniversary_date","company_type","incr355","incr141","district","taluka","relate_company","incr416","vat_tin","cst_tin","city_name_id","telephone1_info","telephone2_info","fax_info","email_info","transit_days","local_party"
"000020","SLL",,"SAMI LABS LIMITED",,"19/1,19/2,
I MAIN II PHASE,
PEENYA INDUSTRIAL,
BANGALORE-560 058
KARNATAKA

DISPATCH AT:
GROUP PHARMACEUTICALS LTD.
A/C: SAMI LABS LTD
PLOT NO. 41, NASIGERE VILLAGE,
KASAB HOBLI, KIADB INDUSTRIAL AREA
MALUR - 563130",,"KA","560 058","1","AADCS2549E",,"918028397973","918028397973",,,,,"EMP005|","0","EMP003",NULL,"2010-02-11","1",,"pawanpurohit@samilabs.com",,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0","29480072110","70061300","4",,,,,"10","0"
"000020","GSLL",,"GODREJ SARA LEE LIMITED",,"GUWAHATI LOKHRA UNIT, LALUNG GAON, LOKHRA,",,"AS","781 034","1",,"AAACT1921CXM032",,,,,,,"EMP005|","0","EMP007",NULL,"2010-02-18","10",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,"18249908258","6",,,,,"10","0"
"000020",,,"SHAHNAZ AYURVEDICS",,"KHASARA NO. 1394, LANGHA ROAD INDUSTRIAL AREA, PO: SAHASPUR DIST: DEHRADON - 248197 (UA)",,,,"1",,,"9958209014",,,,,,"EMP159|","0","EMP022",NULL,"2010-05-21","100",,"ahmed@shahnaz.in",,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0","05005501477","DD5157932 DT. 01/12/",,,,,,"10","0"
"000020","RU",,"RUSHABH HARDWARE MART",,,"MUMBAI","MH",,"1",,,,,,,,,,"0","EMP131",NULL,"2013-12-26","1000",,"rushabhhardware@gmail.com",,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020","WE",,"WEENER EMPIRE PLASTICS",,,"SILVASSA","GJ",,"1",,,,,,,,,,"0","EMP034",NULL,"0000-00-00","1001",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020",,,"STEADFAST MEDISHIELD PVT LTD",,,,,,"1",,,,,,,,,,"0","EMP022",NULL,"2011-07-15","1002",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020",,,"R.B. ELECTRONICS",,"SAMARVANI, SILVASSA - 396230","OPP. KIRTI BAR, ","GJ",,"1",,,,,,,,,,"0","EMP034",NULL,"0000-00-00","1003",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020","MA",,"MAMTA SALES AND SERVICES",,"SILVASSA - 396230","KILWANI NAKA","GJ",,"1",,,,,,,,,,"0","EMP034",NULL,"0000-00-00","1004",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020",,,"G TECH LAB",,,"GIDC CHAR RASTA VAPI",,,"1",,,,,,,,,,"0","EMP155",NULL,"2013-04-19","1005",,"gtech_lab@yahoo.in",,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020",,,"RAMA ASSOCIATES LIMITED (ESSEL GROUP)",,"INDUSRIAL AREA,
NEW DELHI-C, INDIA","LAWRENCE ROAD","DL","110036","1",,,,,,,,,,"0","EMP014",NULL,"2011-07-19","1006","B-10,",,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,NULL,NULL,,"0000-00-00",,"0",NULL,"NEW DELHI",,,"0","07060067854",,"21",,,,,"0","0"
"000020",,,"AASTHA ENTERPRISES",,"GALA NO.-8, SWAMI SAMARTH BLDG, NEAR PAWAN BAUG, CHINCHOLI PHATAK, MALAD (W), MUMBAI-64",,,,"1",,,,,,,,,,"0","nagesh",NULL,"2011-07-20","1007",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0","27900254660 V","27900254660 C",,,,,,"0","0"
"000020","SA",,"SAMIR SUPPLY PVT LTD.",,"GOREGAON (EAST), MUMBAI 63","213, UDYOG  BHAVAN","MH",,"1",,,"26861060","61323400",,,,,,"0","EMP034",NULL,"0000-00-00","1008",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020",,,"SUNDARAM STATIONARY MART",,,"M.G.ROAD TOKARKHADA SILVASSA 396230",,,"1",,,,,,,,,,"0","EMP013",NULL,"0000-00-00","1009",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
"000020",,,"SHAHNAZ HERBALS",,,,,,"1",,,,,,,,,"EMP005|","2","EMP014",NULL,"0000-00-00","101",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"10","0"
"000020","AK",,"AKAR ART AND ACRYSIGN",,"NEAR CANARA, TOKARKHADA, SILVASSA - 396230","SHOP NO. 8, GOKUL COMPLEX,","GJ",,"1",,,,,,,,,,"0","EMP034",NULL,"0000-00-00","1010",,,,,,,"0000-00-00",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NULL,NULL,NULL,,"0000-00-00",,"0",NULL,,,,"0",,,,,,,,"0","0"
